protNames uEMDscore qVal
ADCY7 0.178871977424953 1
ADCY8 0.360896271549278 1
ADCY9 0.146225328813999 1
ADCYAP1 0 1
ADCYAP1R1 0.0798709881448565 1
ADD1 0.015112875237184 1
ADD2 0.16304673943011 1
ADD3 0.0371977424952563 1
ADGB 0.00913705583756345 1
ADH1A 0.0540909164625939 1
ADH1B 0.00123173480806344 1
ADH1C 0.00406091370558376 1
ADH4 0.00203045685279188 1
ADH5 0.0846487244773844 1
ADH6 0.0081891308931091 1
ADH7 0.0601149835390279 1
ADHFE1 0.00812182741116751 1
ADI1 0 1
ADIG 0.0263959390862944 1
ADIPOQ 0.0142805014514847 1
ADIPOR1 0 1
ADIPOR2 0.0416097695463907 1
ADK 0.0294416243654822 1
ADM 0 1
ADM2 0 1
ADNP 0.287728061497543 1
ADNP2 0.107301211462675 1
ADO 0 1
ADORA1 0.110361492677705 1
ADORA2A 0.0417443765102739 1
ADORA2B 0 1
ADORA3 0.0203045685279188 1
ADPGK 0.0289603639253337 1
ADPRH 0.171790110442581 1
ADPRHL1 0.0325546131266116 1
ADPRHL2 0.0142805014514847 1
ADPRM 0.00406091370558376 1
ADRA1A 0.0197896563467994 1
ADRA1B 0.0249813496375343 1
ADRA1D 0.00674088970337815 1
ADRA2A 0 1
ADRA2B 0.0508287248017386 1
ADRA2C 0.0178747506527627 1
ADRB1 0 1
ADRB2 0.0026463242568236 1
ADRB3 0.00452757820988956 1
ADRBK1 0.114720812182741 1
ADRBK2 0.0576851656638718 1
ADRM1 0.00304568527918782 1
ADSL 0.131498434991324 1
ADSS 0.119498548515269 1
ADSSL1 0 1
ADTRP 0.0245000891973857 1
AEBP1 0.0406764405377792 1
AEBP2 0.139411459431407 1
AEN 0.00366155268321954 1
AES 0 1
AFAP1 0.0150792234962132 1
AFAP1L1 0.0715180584161788 1
AFAP1L2 0.0276949773762994 1
AFF1 0.346119913721801 1
AFF2 0.571936475243673 1
AFF3 0.0495969899936751 1
AFF4 0.174238984122865 1
AFG3L2 0.0544902774849581 1
AFM 0.0154785845185774 1
AFMID 0.0182741116751269 1
AFP 0.0150792234962132 1
AFTPH 0.0299419406107588 1
AGA 0 1
AGAP1 0.0505785666791002 1
AGAP10 0 1
AGAP11 0 1
AGAP2 0.129140380467394 1
AGAP3 0.106151376072396 1
AGAP4 0.0182741116751269 1
AGAP5 0.080837968894439 1
AGAP6 0.00101522842639594 1
AGAP7 0 1
AGAP8 0 1
AGAP9 0.4 1
AGBL1 0.0254143624008693 1
AGBL2 0.0514109404647995 1
AGBL3 0.0349361833249542 1
AGBL4 0.0288594087024213 1
AGBL5 0.0589169004719353 1
AGER 0 1
AGFG1 0.0570692982598401 1
AGFG2 0.0213197969543147 1
AGGF1 0.0861350772773714 1
AGK 0.0911058043171535 1
AGL 0.0286619581258818 1
AGMAT 0.00634152868101393 1
AGMO 0.00532630025461799 1
AGPAT1 0 1
AGPAT2 0 1
AGPAT3 0.0568527918781726 1
AGPAT4 0.0578680203045685 1
AGPAT5 0 1
AGPAT6 0.0962974976078883 1
AGPAT9 0.0175763448533108 1
AGPHD1 0 1
AGPS 0.0828493699421028 1
AGR2 0 1
AGR3 0 1
AGRN 0.0161281036635799 1
AGRP 0 1
AGT 0.0223350253807107 1
AGTPBP1 0.117617294562203 1
AGTR1 0.0620298892330647 1
AGTR2 0 1
AGTRAP 0 1
AGXT 0.00101522842639594 1
AGXT2 0.00304568527918782 1
AGXT2L1 0 1
AGXT2L2 0 1
AHCTF1 0.0606007038484618 1
AHCY 0.0853128395582297 1
AHCYL1 0.0286429023207538 1
AHCYL2 0.0814347804933426 1
AHDC1 0.00406091370558376 1
AHI1 0.142800554645562 1
AHNAK 0 1
AHNAK2 0 1
AHR 0.0126494056210571 1
AHRR 0.0263140396685101 1
AHSA1 0.058084526686236 1
AHSA2 0 1
AHSG 0.0050761421319797 1
AHSP 0.0538744100809264 1
AICDA 0.0589169004719353 1
AIDA 0.0606152997843045 1
AIF1 0 1
AIF1L 0 1
AIFM1 0.00123173480806344 1
AIFM2 0.00670723796240736 1
AIFM3 0.0281616418806053 1
AIG1 0.0588832487309645 1
AIM1 0.00510979387295048 1
AIM1L 0 1
AIM2 0.093487374515496 1
AIMP1 0.0142805014514847 1
AIMP2 0.00123173480806344 1
AIP 0.00203045685279188 1
AIPL1 0.0137319375293946 1
AIRE 0.00569200953601142 1
AJAP1 0.0212378975365304 1
AJUBA 0.0182741116751269 1
AK1 0.00807357973435397 1
AK2 0 1
AK3 0.0284263959390863 1
AK4 0.0118843353172994 1
AK5 0.125888324873096 1
AK7 0.00286283063849111 1
AK8 0.013664634047453 1
AKAP1 0.00366155268321954 1
AKAP10 0.00203045685279188 1
AKAP11 0.0546293443181265 1
AKAP12 0 1
AKAP13 0 1
AKAP14 3.36517409707882e-05 1
AKAP17A 0.040127876615689 1
AKAP2 0 1
AKAP3 0 1
AKAP4 0.000933329008611603 1
AKAP5 0.0050761421319797 1
AKAP6 0.00597581939962051 1
AKAP7 0.00812182741116751 1
AKAP8 0.0562077326024554 1
AKAP8L 0.0243654822335025 1
AKAP9 0.0209204359319505 1
AKD1 0 1
AKIP1 0 1
AKIRIN1 0.0610146608066687 1
AKIRIN2 0 1
AKNA 0.0026799759977944 1
AKNAD1 0.00427742008725126 1
AKR1A1 0.0182741116751269 1
AKR1B1 0.0528928333955012 1
AKR1B10 0.0050761421319797 1
AKR1B15 0 1
AKR1C1 0.104856797651676 1
AKR1C2 0.0550388414070482 1
AKR1C3 0.0050761421319797 1
AKR1C4 0.00163109583042766 1
AKR1D1 0.0294416243654822 1
AKR1E2 0 1
AKR7A2 0 1
AKR7A3 0.000615867404031722 1
AKT1 2.38143721314932 0
AKT1S1 0 1
AKT2 0.0869102836476865 1
AKT3 0.761313472048781 0.451612903225806
AKTIP 0.029042263343118 1
ALAD 0 1
ALAS1 0.0578870761096966 1
ALAS2 0.0600026759215713 1
ALB 0.0498471481163134 1
ALCAM 0.0676882470281053 1
ALDH16A1 0.00927166280144663 1
ALDH18A1 0.0398529864906505 1
ALDH1A1 0.121461701886119 1
ALDH1A2 0 1
ALDH1A3 0.113873842461199 1
ALDH1B1 0.00203045685279188 1
ALDH1L1 0.0101522842639594 1
ALDH1L2 0.191502327240882 1
ALDH2 0.0192893401015228 1
ALDH3A1 0 1
ALDH3A2 0.0641613013087689 1
ALDH3B1 0.075944681403156 1
ALDH3B2 0 1
ALDH4A1 0 1
ALDH5A1 0.0050761421319797 1
ALDH6A1 0.0350180827427385 1
ALDH7A1 0.0138811404291205 1
ALDH8A1 0.121398858273463 1
ALDH9A1 0.0548223350253807 1
ALDOA 0.168744425163393 1
ALDOB 0.0863280679846256 1
ALDOC 0.0704355265078413 1
ALG1 0.00304568527918782 1
ALG10 0.0780570376737322 1
ALG10B 0.030341301633123 1
ALG11 0.0182741116751269 1
ALG12 0.0142805014514847 1
ALG13 0.000466664504305797 1
ALG14 0.0865109226253223 1
ALG1L 0 1
ALG1L2 0.00609137055837564 1
ALG2 0.0101522842639594 1
ALG3 0.0568527918781726 1
ALG5 0.124358184265581 1
ALG6 0.00996942962326268 1
ALG8 0.0142805014514847 1
ALG9 0.00812182741116751 1
ALK 0.00467678110961548 1
ALKBH1 0.0412967678110961 1
ALKBH2 0.0377799581583173 1
ALKBH3 0.0365482233502538 1
ALKBH4 0 1
ALKBH5 0.193910656654936 1
ALKBH6 0 1
ALKBH7 0.0213197969543147 1
ALKBH8 0.0370193477238449 1
ALLC 0.0202226691101345 1
ALMS1 0 1
ALOX12 0.0351672856424644 1
ALOX12B 0.0771427644702486 1
ALOX15 0.0528109339777169 1
ALOX15B 0.00203045685279188 1
ALOX5 0.0553226512706573 1
ALOX5AP 0.0406091370558376 1
ALOXE3 0.0227680381440457 1
ALPI 0.0130824183843921 1
ALPK1 0 1
ALPK2 0 1
ALPK3 0.00148189293070174 1
ALPL 0.0272619646129644 1
ALPP 0.00347869804252283 1
ALPPL2 0.00101522842639594 1
ALS2 0.0344358670796776 1
ALS2CL 0.0142468497105139 1
ALS2CR11 0.00203045685279188 1
ALS2CR12 0 1
ALS2CR8 0 1
ALX1 0.022435980603623 1
ALX3 0 1
ALX4 0.0079389727704708 1
ALYREF 0 1
AMACR 0 1
AMBN 0.042273884627236 1
AMBP 0.0468687663190672 1
AMBRA1 0.0776475405848105 1
AMD1 0.0558375634517767 1
AMDHD1 0.0199388592465254 1
AMDHD2 0.0152284263959391 1
AMELX 0.000216506381667505 1
AMELY 0 1
AMFR 0 1
AMH 0.00203045685279188 1
AMHR2 0.0536915554402297 1
AMICA1 0.00409456544655454 1
AMIGO1 0.0274302233178184 1
AMIGO2 0.0675053923874086 1
AMIGO3 0.0432072136358477 1
AMMECR1 0 1
AMMECR1L 0.0540236129806523 1
AMN 0.0216372585588946 1
AMN1 0 1
AMOT 0 1
AMOTL1 0.124473735424336 1
AMOTL2 0.0287438575436662 1
AMPD1 0.0391462999302639 1
AMPD2 0.0472344756004606 1
AMPD3 0.0806595741230275 1
AMPH 0.0944162436548223 1
AMT 0 1
AMTN 0 1
AMY1A 0.0638101879632183 1
AMY1B 0 1
AMY1C 0.0726666774784712 1
AMY2A 0.0385786802030457 1
AMY2B 0 1
AMZ1 0.0212378975365304 1
AMZ2 0.016243654822335 1
ANAPC1 0.297682895184963 1
ANAPC10 0.029042263343118 1
ANAPC11 0.0138138369471789 1
ANAPC13 0 1
ANAPC15 0 1
ANAPC16 0 1
ANAPC2 0 1
ANAPC4 0.050761421319797 1
ANAPC5 0.109745625273674 1
ANAPC7 0.0999781060962358 1
ANG 0 1
ANGEL1 0.023018196266684 1
ANGEL2 0.106733591735457 1
ANGPT1 0.215444932777607 1
ANGPT2 0.0180912570344302 1
ANGPT4 0.13306222733981 1
ANGPTL1 0.143763075525859 1
ANGPTL2 0.0335361898120368 1
ANGPTL3 0.118502375894001 1
ANGPTL4 0.0108018034089619 1
ANGPTL5 0.00895420119686674 1
ANGPTL6 0 1
ANGPTL7 0.0365482233502538 1
ANHX 0 1
ANK1 0.297788310277161 1
ANK2 0.0732253774671185 1
ANK3 0.151807463388528 1
ANKAR 0.0244664374564149 1
ANKDD1A 0.00609137055837564 1
ANKFN1 0.065725093657255 1
ANKFY1 0.141602471578469 1
ANKH 0.125089602828368 1
ANKHD1-EIF4EBP3 0.410724363860463 1
ANKHD1 0 1
ANKIB1 0.0438757885859782 1
ANKK1 0.00406091370558376 1
ANKLE1 0 1
ANKLE2 0.0203718720098604 1
ANKMY1 0.0184906180567944 1
ANKMY2 0.0213197969543147 1
ANKRA2 0.0294416243654822 1
ANKRD1 0.03367079677592 1
ANKRD10 0.033502538071066 1
ANKRD11 0.0314282934107459 1
ANKRD12 0.0163782617862182 1
ANKRD13A 0.037380597135953 1
ANKRD13B 0.0252315077601726 1
ANKRD13C 0.0588832487309645 1
ANKRD13D 0.0611156160295811 1
ANKRD16 0.00203045685279188 1
ANKRD17 0.431240978900764 1
ANKRD18A 0 1
ANKRD18B 0.00366155268321954 1
ANKRD2 0.0297444900342193 1
ANKRD20A1 0.0150455717552424 1
ANKRD20A2 0.0113840190720228 1
ANKRD20A3 0 1
ANKRD20A4 0.00123173480806344 1
ANKRD22 0 1
ANKRD23 0 1
ANKRD24 0 1
ANKRD26 0 1
ANKRD27 0.0123173480806344 1
ANKRD28 0.270940302622403 1
ANKRD29 0.0284263959390863 1
ANKRD30A 0.0107681516679911 1
ANKRD30B 0.00996942962326268 1
ANKRD31 0.00163109583042766 1
ANKRD32 0.0468351145780964 1
ANKRD33 0.000216506381667505 1
ANKRD33B 0 1
ANKRD34A 0.0610146608066687 1
ANKRD34B 0.0205883783915279 1
ANKRD34C 0.0949165599000989 1
ANKRD35 0.00732310536643908 1
ANKRD36 0 1
ANKRD36B 0 1
ANKRD36C 0.0110183097906294 1
ANKRD37 0.0102868912278426 1
ANKRD39 0.0250486531194759 1
ANKRD40 0.0882283777428196 1
ANKRD42 0.0394110539887449 1
ANKRD44 0.139855824589287 1
ANKRD45 0.0258137234232335 1
ANKRD46 0.0444871961207246 1
ANKRD49 0.0832341350286243 1
ANKRD5 0 1
ANKRD50 0.16763270138337 1
ANKRD52 0.0388815458717828 1
ANKRD53 0 1
ANKRD54 0.0228016898850165 1
ANKRD55 0.0158442937999708 1
ANKRD6 0.0226861387262613 1
ANKRD60 0 1
ANKRD62 0.00104888016736673 1
ANKRD63 0 1
ANKRD65 0 1
ANKRD7 0.0584838877086003 1
ANKRD9 0 1
ANKS1A 0.0152284263959391 1
ANKS1B 0.167256856035419 1
ANKS3 0 1
ANKS4B 0.0798709881448565 1
ANKS6 0.030923517296184 1
ANKUB1 0 1
ANKZF1 0.0162773065633058 1
ANLN 0.0329876258899467 1
ANO1 0.0278149884043398 1
ANO10 0.0187744279204035 1
ANO2 0.0416434212873615 1
ANO3 0.11272400707092 1
ANO4 0.158577544963591 1
ANO5 0.167565397901429 1
ANO6 0.0143814566743971 1
ANO7 0.00427742008725126 1
ANO8 0.0815693874572258 1
ANO9 0 1
ANP32A 0.072118113556381 1
ANP32B 0.0643924036262792 1
ANP32C 0 1
ANP32D 0.00724120594865474 1
ANP32E 0.0588832487309645 1
ANPEP 0.0123992474984188 1
ANTXR1 0.0182741116751269 1
ANTXR2 0.0126494056210571 1
ANXA1 0.126903553299492 1
ANXA10 0.0359996594281637 1
ANXA11 0.016243654822335 1
ANXA13 0.00938721396020175 1
ANXA2 0 1
ANXA2R 0 1
ANXA3 0.0725815345193883 1
ANXA4 0.0126494056210571 1
ANXA5 0 1
ANXA6 0.130184800765476 1
ANXA7 0.0184906180567944 1
ANXA8 0.0822335025380711 1
ANXA8L1 0.300507614213197 1
ANXA8L2 0 1
ANXA9 0.0118506835763286 1
AOAH 0.0118506835763286 1
AOC2 0.0879445678792105 1
AOC3 0.00732310536643908 1
AOX1 0.0488173237540747 1
AP1AR 0.0205210749095863 1
AP1B1 0.0426732456496002 1
AP1G1 0.0591524626587308 1
AP1G2 0.119931561278604 1
AP1M1 0.0294416243654822 1
AP1M2 0.0861115616029581 1
AP1S1 0 1
AP1S2 0 1
AP1S3 0.0252315077601726 1
AP2A1 0.168446019363941 1
AP2A2 0.137888211349151 1
AP2B1 0.315517101571497 1
AP2M1 0.301522842639593 1
AP2S1 0.072951703670067 1
AP3B1 0.115836995832049 1
AP3B2 0.0723021845250645 1
AP3D1 0.00710659898477157 1
AP3M1 0.12515690631031 1
AP3M2 0.0584838877086003 1
AP3S1 0.0292924214657563 1
AP3S2 0 1
AP4B1 0.0248321467378083 1
AP4E1 0.0473690825643438 1
AP4M1 0.0967159144353805 1
AP4S1 0.0131979695431472 1
AP5B1 0.00307933702015861 1
AP5M1 0.0355329949238579 1
AP5S1 0 1
AP5Z1 0.00935356221923096 1
APAF1 0.186108723504322 1
APBA1 0.0959654400674657 1
APBA2 0.134750490585621 1
APBA3 0.00935356221923096 1
APBB1 0.0558229675159339 1
APBB1IP 0.0382129709216523 1
APBB2 0.0101859360049302 1
APBB3 0.0113840190720228 1
APC 0.0675917516744782 1
APC2 0.00489328749128298 1
APCDD1 0.0676209435461637 1
APCDD1L 0.00895420119686674 1
APCS 0.058084526686236 1
APEH 0.0184906180567944 1
APEX1 0.0142468497105139 1
APEX2 0 1
APH1A 0.0776913283923388 1
APH1B 0.00812182741116751 1
API5 0.155267105625922 1
APIP 0 1
APITD1-CORT 0.0107681516679911 1
APITD1 0 1
APLF 0.0120335382170253 1
APLN 0.0182595157392842 1
APLNR 0.143363714503495 1
APLP1 0.126537844018099 1
APLP2 0.0192747441656801 1
APMAP 0.0311400236778515 1
APOA1 0.0850963331765622 1
APOA1BP 0 1
APOA2 0 1
APOA4 0.0050761421319797 1
APOA5 0.0152284263959391 1
APOB 0 1
APOBEC1 0.0131979695431472 1
APOBEC2 0.0102868912278426 1
APOBEC3A 0.010652600509236 1
APOBEC3B 3.36517409707882e-05 1
APOBEC3C 0.0199052075055546 1
APOBEC3D 0 1
APOBEC3F 0.00203045685279188 1
APOBEC3G 0.0195249022883184 1
APOBEC3H 0 1
APOBEC4 0 1
APOBR 0 1
APOC1 0 1
APOC2 0.0249813496375343 1
APOC3 0.0274111675126904 1
APOC4 0 1
APOD 0.0588832487309645 1
APOE 0 1
APOF 0.0280606866576929 1
APOH 0.00203045685279188 1
APOL1 0 1
APOL2 0.00674088970337815 1
APOL3 0.0101522842639594 1
APOL4 0 1
APOL5 0.00449392646891876 1
APOL6 0.00419998053875223 1
APOLD1 0.0182741116751269 1
APOM 0 1
APOO 0 1
APOOL 0.00578282869236627 1
APOPT1 0 1
APP 0.192084542903942 1
APPBP2 0.0589169004719353 1
APPL1 0.0503620602974327 1
APPL2 0.0506795219020126 1
APRT 0 1
APTX 0.132816529086457 1
AQP1 0 1
AQP10 0.00409456544655454 1
AQP11 0.0102868912278426 1
AQP12A 0.00829008611602147 1
AQP12B 0 1
AQP2 0.0286429023207538 1
AQP3 0.029042263343118 1
AQP4 0.0254480141418401 1
AQP5 0.058084526686236 1
AQP6 0.0385786802030457 1
AQP7 0.0101522842639594 1
AQP8 0.00692374434407486 1
AQP9 0 1
AQPEP 0 1
AQR 0.086183324954185 1
AR 0 1
ARAF 0.107117140493992 1
ARAP1 0.0381545871782813 1
ARAP2 0.0267134006908743 1
ARAP3 0.164822578290978 1
ARC 0.0588832487309645 1
ARCN1 0.0188899790791586 1
AREG 0.018576977343864 1
AREGB 0 1
ARF1 0.174657400950358 1
ARF3 0.0725523426477028 1
ARF4 0.0822335025380711 1
ARF5 0.0303076498921523 1
ARF6 0 1
ARFGAP1 0.0504630155203451 1
ARFGAP2 0.0128322602617538 1
ARFGAP3 0.00935356221923096 1
ARFGEF1 0.512877669839931 1
ARFGEF2 0.193480076547575 1
ARFIP1 0.0290276674072753 1
ARFIP2 0.0570692982598401 1
ARFRP1 0.0578680203045685 1
ARG1 0.0406091370558376 1
ARG2 0.0370148878545596 1
ARGFX 0.0209058399961078 1
ARGLU1 0.0283197645189018 1
ARHGAP1 0 1
ARHGAP10 0.0618806863333387 1
ARHGAP11A 0.0871649016396102 1
ARHGAP11B 0 1
ARHGAP12 0.105520912732521 1
ARHGAP15 0.0841528681013931 1
ARHGAP17 0.0901623392419845 1
ARHGAP18 0.0205547266505571 1
ARHGAP19 0 1
ARHGAP20 0.0659841715184638 1
