protNames uEMDscore qVal
C2orf81 0.0576851656638718 1
C2orf82 0 1
C2orf83 0 1
C2orf88 0 1
C2orf91 0 1
C3 0.0428561002902969 1
C3AR1 0.0488655714308883 1
C3orf14 0.0182741116751269 1
C3orf17 0.00609137055837563 1
C3orf18 0.00812182741116751 1
C3orf20 0 1
C3orf22 0.0286429023207538 1
C3orf24 0 1
C3orf27 0 1
C3orf30 0.0278632360811534 1
C3orf32 0 1
C3orf33 0.0026463242568236 1
C3orf35 0 1
C3orf36 0.0182741116751269 1
C3orf37 0 1
C3orf38 0.0362161658098312 1
C3orf43 0 1
C3orf45 0 1
C3orf52 0.0298263894520037 1
C3orf55 0 1
C3orf58 0.0554382024294124 1
C3orf62 0.0345177664974619 1
C3orf67 0.011085613272571 1
C3orf70 0.0715663060929923 1
C3orf72 0 1
C3orf79 0 1
C3orf80 0 1
C4A 0.0114176708129936 1
C4B 0.0138138369471789 1
C4BPA 0.024317234556689 1
C4BPB 0.0183077634160977 1
C4orf17 0.00203045685279188 1
C4orf19 0.0144633560921814 1
C4orf21 0 1
C4orf22 0.00224696323445938 1
C4orf26 0 1
C4orf27 0.00366155268321954 1
C4orf29 0.00203045685279188 1
C4orf3 0.0284263959390863 1
C4orf32 0 1
C4orf33 0.0026463242568236 1
C4orf34 0 1
C4orf36 0.00895420119686674 1
C4orf40 0 1
C4orf45 0.00101522842639594 1
C4orf46 0 1
C4orf47 0.0365482233502538 1
C4orf48 0.00572566127698221 1
C4orf50 0 1
C4orf51 0.0544229740030165 1
C4orf52 0 1
C4orf6 0 1
C5 0.0619816415562511 1
C5AR1 0.00833833379283502 1
C5orf15 0.0195058464831903 1
C5orf20 0 1
C5orf22 0 1
C5orf24 0.0560058221566306 1
C5orf25 0 1
C5orf28 0.0558375634517767 1
C5orf30 0 1
C5orf34 0.0154785845185774 1
C5orf38 0 1
C5orf4 0 1
C5orf42 0.0436738781401534 1
C5orf43 0 1
C5orf44 0 1
C5orf45 0.00203045685279188 1
C5orf46 0 1
C5orf47 0 1
C5orf48 0 1
C5orf49 0.0159115972819124 1
C5orf50 0 1
C5orf51 0.0822525583431991 1
C5orf52 0.00224696323445938 1
C5orf54 0 1
C5orf55 0 1
C5orf58 0 1
C5orf60 0.0315730364411865 1
C5orf63 0 1
C5orf64 0 1
C6 0.0254816658828109 1
C6orf1 0.0050761421319797 1
C6orf10 0 1
C6orf106 0 1
C6orf108 0 1
C6orf118 0.00822278263407989 1
C6orf120 0.0213871004362563 1
C6orf130 0 1
C6orf132 0 1
C6orf136 0.00908880816074991 1
C6orf141 0.00203045685279188 1
C6orf15 0 1
C6orf162 0 1
C6orf163 0.0121827411167513 1
C6orf165 0.00714025072574236 1
C6orf170 0 1
C6orf183 0 1
C6orf195 0 1
C6orf201 0 1
C6orf203 0 1
C6orf211 0 1
C6orf222 0.0173261867306725 1
C6orf223 0.00304568527918782 1
C6orf225 0 1
C6orf226 0.018990934302071 1
C6orf228 0 1
C6orf25 0 1
C6orf47 0.00163109583042766 1
C6orf48 0 1
C6orf52 0 1
C6orf57 0 1
C6orf58 0.00609137055837564 1
C6orf62 0.0585175394495711 1
C6orf7 0 1
C6orf70 0 1
C6orf89 0.0985444608423477 1
C6orf99 0 1
C7 0.023018196266684 1
C7orf10 0 1
C7orf23 0 1
C7orf25 0.016243654822335 1
C7orf26 0.0481005011271306 1
C7orf29 0 1
C7orf31 3.36517409707882e-05 1
C7orf33 0 1
C7orf34 0.00833833379283502 1
C7orf41 0 1
C7orf43 0.0376307552585913 1
C7orf45 0 1
C7orf49 0 1
C7orf50 0.0619625857511231 1
C7orf53 0 1
C7orf55-LUC7L2 0.0724367914889476 1
C7orf55 0 1
C7orf57 0 1
C7orf60 0.291190947276236 1
C7orf61 0.0286429023207538 1
C7orf62 0.0465221128428017 1
C7orf63 0 1
C7orf65 0 1
C7orf66 0 1
C7orf69 0 1
C7orf71 0 1
C7orf72 0.00267997599779439 1
C7orf73 0 1
C8A 0.00427742008725126 1
C8B 0.00123173480806344 1
C8G 0 1
C8orf22 0 1
C8orf31 0 1
C8orf33 0 1
C8orf34 0.0167103193266408 1
C8orf37 0 1
C8orf4 0 1
C8orf40 0 1
C8orf42 0 1
C8orf44-SGK3 0 1
C8orf44 0.0100703848461751 1
C8orf46 0 1
C8orf47 0 1
C8orf48 0.00569200953601142 1
C8orf58 0 1
C8orf59 0 1
C8orf73 0 1
C8orf74 0.00366155268321954 1
C8orf76 0 1
C8orf82 0 1
C8orf86 0.0142805014514847 1
C8orf87 0 1
C9 0.0260638815458718 1
C9orf106 0 1
C9orf114 0.00735675710740987 1
C9orf116 0.0248321467378084 1
C9orf117 0.0130487666434213 1
C9orf123 0 1
C9orf129 0 1
C9orf131 0.013664634047453 1
C9orf135 0.0331031770487018 1
C9orf139 0 1
C9orf142 0.0406091370558376 1
C9orf152 0 1
C9orf156 0.00366155268321954 1
C9orf16 0 1
C9orf163 0 1
C9orf169 0 1
C9orf170 0 1
C9orf171 0.0050761421319797 1
C9orf172 0.0104697458685393 1
C9orf173 0.0110183097906294 1
C9orf174 0 1
C9orf24 0.00296378586140348 1
C9orf3 0.087877264397269 1
C9orf37 0 1
C9orf40 0 1
C9orf41 0.0574686592822043 1
C9orf43 0.0416434212873615 1
C9orf47 0 1
C9orf50 0 1
C9orf57 0.0244327857154441 1
C9orf62 0 1
C9orf64 0.0402097760334734 1
C9orf66 0 1
C9orf69 0 1
C9orf72 0.0391945476070774 1
C9orf78 0.0407437440197207 1
C9orf84 0 1
C9orf85 0.029042263343118 1
C9orf89 0.0182741116751269 1
C9orf9 0 1
C9orf91 0.0284263959390863 1
C9orf96 0 1
CA1 0.0203045685279188 1
CA10 0.08110272295292 1
CA11 0.115971602795933 1
CA12 0.0060094711405913 1
CA13 0.0402097760334734 1
CA14 0.0879255120740825 1
CA15P3 0 1
CA2 0.0453049739705811 1
CA3 0.0140303433288464 1
CA4 0.0718501159566014 1
CA5A 0.0394110539887449 1
CA5B 0 1
CA6 0.00101522842639594 1
CA7 0 1
CA8 0 1
CA9 0.0521995264429704 1
CAAP1 0 1
CAB39 0 1
CAB39L 0.0238169183114124 1
CABIN1 0.0247019996432105 1
CABLES1 0.0866791813301763 1
CABLES2 0.00304568527918782 1
CABP1 0 1
CABP2 0 1
CABP4 0 1
CABP5 0.0026463242568236 1
CABP7 0.025597217041566 1
CABS1 0.0131979695431472 1
CABYR 0.0273965715768476 1
CACFD1 0.0102868912278426 1
CACHD1 0.0312073271597931 1
CACNA1A 0.122317591346232 1
CACNA1B 0.0264149948914225 1
CACNA1C 0.0131979695431472 1
CACNA1D 0.303663174453869 1
CACNA1E 0.240790775368547 1
CACNA1F 0 1
CACNA1G 0.0771034365320057 1
CACNA1H 0.00387805906488705 1
CACNA1I 0.00406091370558376 1
CACNA1S 0.0242162793337766 1
CACNA2D1 0.174436434699405 1
CACNA2D2 0.105857430142229 1
CACNA2D3 0.196857819367185 1
CACNA2D4 0.0120335382170253 1
CACNB1 0.116351908013169 1
CACNB2 0.0597010265808209 1
CACNB3 0.0540236129806523 1
CACNB4 0.0387951865847132 1
CACNG1 0.0182741116751269 1
CACNG2 0.0584838877086003 1
CACNG3 0.373607304455004 1
CACNG4 0.0556883605520508 1
CACNG5 0.0776913283923388 1
CACNG6 0.0140639950698172 1
CACNG7 0.0834652373461345 1
CACNG8 0.0294416243654822 1
CACTIN 0.0213197969543147 1
CACUL1 0.0294416243654822 1
CACYBP 0 1
CAD 0.440912002724575 1
CADM1 0.0546775919949401 1
CADM2 0.127904185790046 1
CADM3 0.0770418092473362 1
CADM4 0.0341520572160685 1
CADPS 0.414997324078429 1
CADPS2 0.299000989280096 1
CAGE1 0.0152620781369099 1
CALB1 0.0562705762151117 1
CALB2 0.00988753020547834 1
CALCA 0 1
CALCB 0 1
CALCOCO1 0.0207712330322246 1
CALCOCO2 0.0283972040674008 1
CALCR 0.00304568527918782 1
CALCRL 0.0263959390862944 1
CALD1 0.0471335203775482 1
CALHM1 0.00489328749128298 1
CALHM2 0.0365482233502538 1
CALHM3 0.00652438332171065 1
CALM1 0 1
CALM2 0.197969543147208 1
CALM3 0 1
CALML3 0.0201217138872221 1
CALML4 0 1
CALML5 0.00935356221923096 1
CALML6 0.0079389727704708 1
CALN1 0.0563715314380241 1
CALR 0.0284263959390863 1
CALR3 0.0701180649032614 1
CALU 0.0132652730250888 1
CALY 0 1
CAMK1 0.0286429023207538 1
CAMK1D 0.029042263343118 1
CAMK1G 0.0473163750182449 1
CAMK2A 0.258339144678159 1
CAMK2B 0.0548223350253807 1
CAMK2D 0.11130941762216 1
CAMK2G 0.0598165777395761 1
CAMK2N1 0 1
CAMK2N2 0 1
CAMK4 0.0629486223058336 1
CAMKK1 0.0247165955790532 1
CAMKK2 0.00913705583756345 1
CAMKMT 0.0940841861143997 1
CAMKV 0.0839319018504403 1
CAMLG 0 1
CAMP 0 1
CAMSAP1 0.187369650184071 1
CAMSAP2 0.295333760399604 1
CAMSAP3 0.128553704935048 1
CAMTA1 0.0978657498256597 1
CAMTA2 0.0130151149024505 1
CAND1 0.16609810090657 1
CAND2 0 1
CANT1 0.132181605877297 1
CANX 0.0999108026142942 1
CAP1 0 1
CAP2 0.0540236129806523 1
CAPG 0.0031129887611294 1
CAPN1 0.0726532978706152 1
CAPN10 0.00471043285058627 1
CAPN11 0.030341301633123 1
CAPN12 0.0221521707400139 1
CAPN13 0.0144970078331522 1
CAPN14 0 1
CAPN2 0.0081554791521383 1
CAPN3 0.00938721396020175 1
CAPN5 0.0105852970272944 1
CAPN6 0 1
CAPN7 0.0487309644670051 1
CAPN9 0.00917070757853424 1
CAPNS1 0.0212378975365304 1
CAPNS2 0 1
CAPRIN1 0.14100120011028 1
CAPRIN2 0.0161135077277372 1
CAPS 0.0267134006908743 1
CAPS2 0.0237350188936281 1
CAPSL 0.0199052075055546 1
CAPZA1 0 1
CAPZA2 0.0558375634517767 1
CAPZA3 0.0101522842639594 1
CAPZB 0.0142131979695431 1
CARD10 0.0264295908272652 1
CARD11 0.185223642172524 1
CARD14 0.0134817794067563 1
CARD16 0.0167103193266408 1
CARD17 0.0544229740030165 1
CARD18 0.029042263343118 1
CARD6 0.0452040187476687 1
CARD8 0.00387805906488705 1
CARD9 0.0483360633139261 1
CARHSP1 0.0249813496375343 1
CARKD 0.0128322602617538 1
CARM1 0.0821179513793159 1
CARNS1 0.036249817550802 1
CARS 0.0680203045685279 1
CARS2 0.00467678110961548 1
CARTPT 0 1
CASC1 0.00963737208284004 1
CASC3 0.0131979695431472 1
CASC4 0.10937991599228 1
CASC5 0 1
CASD1 0.0750640599406432 1
CASK 0.672057297157036 0.854545454545454
CASKIN1 0.0452376704886395 1
CASKIN2 0.0050761421319797 1
CASP1 0.0150309758193996 1
CASP10 0.00203045685279188 1
CASP12 0 1
CASP14 0.00695739608504566 1
CASP16 0 1
CASP2 0.0182741116751269 1
CASP3 0.0398104150111091 1
CASP4 0.0109027586318743 1
CASP5 0.00104888016736673 1
CASP6 0.0775421254926128 1
CASP7 0.00246346961612689 1
CASP8 0.0867845964223739 1
CASP8AP2 0.199903504646373 1
CASP9 0.00203045685279188 1
CASQ1 0.0717155089927183 1
CASQ2 0.0332714357535557 1
CASR 0.016243654822335 1
CASS4 0.0515791991696534 1
CAST 0.0431062584129352 1
CASZ1 0.120465529264851 1
CAT 0.0254480141418401 1
CATSPER1 0.00163109583042766 1
CATSPER2 0.0367983814728921 1
CATSPER3 0.0203045685279188 1
CATSPER4 0.00406091370558376 1
CATSPERB 0.0671396831060152 1
CATSPERD 0.00655803506268143 1
CATSPERG 0.033935550834401 1
CAV1 0.212082596779163 1
CAV2 0 1
CAV3 0 1
CBFA2T2 0.106483433612818 1
CBFA2T3 0.0100703848461751 1
CBFB 1.32570628111772 0
CBL 0.0823198618251408 1
CBLB 0.318742397950082 1
CBLC 0.00630787694004314 1
CBLL1 0.0527918781725888 1
CBLN1 0.0284263959390863 1
CBLN2 0.0564870825967792 1
CBLN3 0 1
CBLN4 0.218855111010202 1
CBR1 0.0280270349167221 1
CBR3 0.0052926485136472 1
CBR4 0 1
CBS 0 1
CBWD1 0.0134817794067563 1
CBWD2 0 1
CBWD3 0 1
CBWD5 0.00942086570117254 1
CBWD6 0 1
CBWD7 0 1
CBX1 0.201015228426396 1
CBX2 0.0150792234962132 1
CBX3 0.0284263959390863 1
CBX4 0.0109846580496586 1
CBX5 0.14408945686901 1
CBX6 0 1
CBX7 0 1
CBX8 0.0464021018147614 1
CBY1 0.0550388414070482 1
CBY3 0 1
CC2D1A 0.0433227647946028 1
CC2D1B 0.0864144272716953 1
CC2D2A 0.0494858987042052 1
CC2D2B 0.0321552521042474 1
CCAR1 0.236369828578842 1
CCBE1 0 1
CCBL1 0.0060094711405913 1
CCBL2 0.0812081380451177 1
CCBP2 0 1
CCDC101 0.0280270349167221 1
CCDC102A 0 1
CCDC102B 0.00431107182822205 1
CCDC103 0.0294416243654822 1
CCDC104 0 1
CCDC105 0.00203045685279188 1
CCDC106 0.0106862522502068 1
CCDC107 0 1
CCDC108 0 1
CCDC109B 0.0131979695431472 1
CCDC11 0 1
CCDC110 0 1
CCDC111 0 1
CCDC112 0.0559048669337182 1
CCDC113 0.0182741116751269 1
CCDC114 0.00203045685279188 1
CCDC115 0 1
CCDC116 0 1
CCDC117 0 1
CCDC12 0.0600667358622144 1
CCDC120 0 1
CCDC121 0.0107681516679911 1
CCDC122 0.0182741116751269 1
CCDC124 0.0203045685279188 1
CCDC125 0.00550915489531471 1
CCDC126 0 1
CCDC127 0.020439175491802 1
CCDC129 0 1
CCDC13 0.0170760286080343 1
CCDC130 0.0108691068909035 1
CCDC132 0.0821033554434732 1
CCDC134 0 1
CCDC135 0 1
CCDC136 0.0237013671526573 1
CCDC137 0.00101522842639594 1
CCDC138 0.0197560046058286 1
CCDC14 0.0484370185368385 1
CCDC140 0 1
CCDC141 0.0117351324175735 1
CCDC142 0.0298263894520037 1
CCDC144A 0.0351044420298081 1
CCDC144NL 0 1
CCDC146 0.0241007281750215 1
CCDC147 0 1
CCDC148 0.0123992474984188 1
CCDC149 0.00630787694004314 1
CCDC15 0.00917070757853424 1
CCDC150 0.0616686398209565 1
CCDC151 0.0310098765832536 1
CCDC152 0 1
CCDC153 0 1
CCDC154 0.00326219166085532 1
CCDC155 0.0556547088110799 1
CCDC157 0.00304568527918782 1
CCDC158 0.0222531259629263 1
CCDC159 0.00609137055837564 1
CCDC160 0 1
CCDC164 0 1
CCDC166 0.00942086570117255 1
CCDC167 0.0294416243654822 1
CCDC168 0 1
CCDC169-SOHLH2 0 1
CCDC169 0 1
CCDC17 0.00609137055837563 1
CCDC170 0.00286283063849111 1
CCDC171 0.0148627171145457 1
CCDC172 0.186671883362255 1
CCDC173 0.0341857089570393 1
CCDC174 0.0195394982241611 1
CCDC175 0 1
CCDC176 0.00203045685279188 1
CCDC177 0 1
CCDC178 0.00326219166085532 1
CCDC18 0.00203045685279188 1
CCDC19 0 1
CCDC22 0 1
CCDC23 0.201015228426396 1
CCDC24 0.0641613013087689 1
CCDC25 0.0276276738943579 1
CCDC27 0.00304568527918782 1
CCDC28A 0.00833833379283502 1
CCDC28B 0.0188899790791586 1
CCDC3 0.00735675710740987 1
CCDC30 0.0667638377580643 1
CCDC33 0.00101522842639594 1
CCDC34 0.013664634047453 1
CCDC36 0.033502538071066 1
CCDC37 0.00815547915213831 1
CCDC38 0.00203045685279188 1
CCDC39 0.097552748090365 1
CCDC40 0.0160125525048248 1
CCDC41 0 1
CCDC42 0.0284600476800571 1
CCDC42B 0 1
CCDC43 0.0199052075055546 1
CCDC47 0.0548223350253807 1
CCDC48 0 1
CCDC50 0.00203045685279188 1
CCDC51 0.0152284263959391 1
CCDC53 0 1
CCDC54 0.0158442937999708 1
CCDC57 0 1
CCDC58 0 1
CCDC59 0 1
CCDC6 0.0241680316569631 1
CCDC60 0.0357349053696826 1
CCDC61 0.00366155268321954 1
CCDC62 0.0821852548612575 1
CCDC63 0.0914378618575761 1
CCDC64 0.0576851656638718 1
CCDC64B 0.00163109583042766 1
CCDC65 0.00489328749128298 1
CCDC66 0.0168595222263667 1
CCDC67 0.00372885616516112 1
CCDC68 0.0341184054750977 1
CCDC69 0.0081891308931091 1
CCDC7 0.0341520572160685 1
CCDC70 0.00732310536643908 1
CCDC71 0.00203045685279188 1
CCDC71L 0 1
CCDC73 0.104635831400723 1
CCDC74A 0.00569200953601142 1
CCDC74B 0.00714025072574236 1
CCDC75 0 1
CCDC77 0 1
CCDC78 0.0105852970272944 1
CCDC79 0.0310244725190964 1
CCDC8 0.00797262451144159 1
CCDC80 0.162060702875399 1
CCDC81 0.00569200953601142 1
CCDC82 0.0508287248017386 1
CCDC83 0 1
CCDC84 0.0286429023207538 1
CCDC85A 0.0101522842639594 1
CCDC85B 0 1
CCDC85C 0 1
CCDC86 0 1
CCDC87 0.138792348486077 1
CCDC88A 0.328259759004881 1
CCDC88B 0.000433012763335008 1
CCDC88C 0.0173598384716433 1
CCDC89 0.0576851656638718 1
CCDC9 0 1
CCDC90A 0 1
CCDC90B 0.00732310536643908 1
CCDC91 0.00569200953601142 1
CCDC92 0.0142468497105139 1
CCDC93 0.0158442937999708 1
CCDC94 0 1
CCDC96 0.00812182741116751 1
CCDC97 0.0284263959390863 1
CCER1 0.0504630155203451 1
CCHCR1 0 1
CCIN 0.078090689414703 1
CCK 0.0294416243654822 1
CCKAR 0.0354174437651027 1
CCKBR 0.0184906180567944 1
CCL1 0.0246492920971116 1
CCL11 0.0351336339014937 1
CCL13 0.0163109583042766 1
CCL14 0 1
CCL15 0.00387805906488704 1
CCL16 0.0182741116751269 1
CCL17 0 1
CCL18 0 1
CCL19 0.0111675126903553 1
CCL2 0.0298746371288173 1
CCL20 0.0588832487309645 1
CCL21 0.0294416243654822 1
CCL22 0 1
CCL23 0.0389634452895672 1
CCL24 0 1
CCL25 0.0101522842639594 1
CCL26 0 1
CCL27 0.0182741116751269 1
CCL28 0.0294416243654822 1
CCL3 0 1
CCL3L1 0 1
CCL3L3 0.100507614213198 1
CCL4 0 1
CCL4L1 0.0178747506527627 1
CCL4L2 0 1
CCL5 0 1
CCL7 0 1
CCL8 0 1
CCM2 0.0341184054750977 1
CCNA1 0.0544229740030165 1
CCNA2 0.0291095668250596 1
CCNB1 0.0250486531194759 1
CCNB1IP1 0.0655904866933718 1
CCNB2 0.0132652730250888 1
CCNB3 0 1
CCNC 0.0745491477595238 1
CCND1 0.029042263343118 1
CCND2 0.0548223350253807 1
CCND3 0.0138474886881497 1
CCNDBP1 0.0500973062389517 1
CCNE1 0.058084526686236 1
CCNE2 0.0558420233210619 1
CCNF 0.0965330597946839 1
CCNG1 0 1
CCNG2 0.0252315077601726 1
CCNH 0.0365482233502538 1
CCNI 0 1
CCNI2 0.0103687906456269 1
CCNJ 0.0294416243654822 1
CCNJL 0 1
CCNK 0.0954314720812183 1
CCNL1 0.0294416243654822 1
CCNL2 0.030057491769514 1
CCNO 0 1
CCNT1 0.152408734856717 1
CCNT2 0.0850963331765622 1
CCNY 0.0879255120740825 1
CCNYL1 0.0286429023207538 1
CCNYL2 0 1
CCP110 0.0126830573620279 1
CCPG1 0.0902734305314542 1
CCR1 0.111376721104102 1
CCR10 0 1
CCR2 0.0690355329949239 1
CCR3 0 1
CCR4 0.0228016898850165 1
CCR5 0.0182741116751269 1
CCR6 0 1
CCR7 0.108114529443246 1
CCR8 0.0148290653735749 1
CCR9 0.0220366195812588 1
CCRL1 0 1
CCRL2 0.0201217138872221 1
CCRN4L 0.0282143494267041 1
CCS 0.0536915554402297 1
CCSAP 0.0528591816545304 1
CCT2 0.129766383937984 1
CCT3 0.0863617197255964 1
CCT4 0.0656577901753134 1
CCT5 0.0372167983003844 1
CCT6A 0.0329203224080051 1
CCT6B 0.013231621284118 1
CCT7 0.0840811047501662 1
CCT8 0.0805249671591444 1
CCT8L2 0.0146462107328782 1
CCZ1 0 1
CCZ1B 0 1
CD101 0.00163109583042766 1
CD109 0.0077224663888033 1
CD14 0 1
CD151 0.0284263959390863 1
CD160 0.0226188352443198 1
CD163 0.00913705583756345 1
CD163L1 0.00753961174810658 1
CD164 0 1
CD164L2 0.00304568527918782 1
CD177 0 1
CD180 0.00101522842639594 1
CD19 0.0394447057297157 1
CD1A 0.00634152868101393 1
CD1B 0.180681468026792 1
CD1C 0.0731637501824492 1
CD1D 0.0833014385105659 1
CD1E 0.0370485395955304 1
CD2 0.0488846272360163 1
CD200 0.0122163928577221 1
CD200R1 0 1
CD200R1L 0.0345514182384327 1
CD207 0 1
CD209 0 1
CD22 0.0459926047258397 1
CD226 0.0332041322716142 1
CD244 0.034801576361071 1
CD247 0 1
CD248 0.0390116929663807 1
CD27 0.00427742008725126 1
CD274 0.0395939086294416 1
CD276 0 1
CD28 0.0548223350253807 1
CD2AP 0.0599321288983312 1
CD2BP2 0.0150792234962132 1
CD300A 0.0578680203045685 1
CD300C 0 1
CD300E 0.00387805906488704 1
CD300LB 0 1
CD300LD 0 1
CD300LF 0.00304568527918782 1
CD300LG 0.0126494056210571 1
CD302 0 1
CD320 0 1
CD33 0.00203045685279188 1
CD34 0.073649470491883 1
CD36 0.0575696145051167 1
CD37 0.0284263959390863 1
CD38 0.0546248844488413 1
CD3D 0 1
CD3E 0.0578680203045685 1
CD3EAP 0.00246346961612689 1
CD3G 0.0321552521042474 1
CD4 0.030057491769514 1
CD40 0.0355666466648287 1
CD40LG 0 1
CD44 0.00406091370558376 1
CD46 0.134361265629815 1
CD47 0.0432554613126612 1
CD48 0.00203045685279188 1
CD5 0.00304568527918782 1
CD52 0.00387805906488704 1
CD53 0.0432554613126612 1
CD55 0.0688526783542271 1
CD58 0.0156950909002449 1
CD59 0.0136309823064822 1
CD5L 0.146192893401015 1
CD6 0.00101522842639594 1
CD63 0.0205883783915279 1
CD68 0.0218055172637486 1
CD69 0.0576851656638718 1
CD7 0 1
CD70 0.0687034754545012 1
CD72 0.060398793402637 1
CD74 0 1
CD79A 0.0385786802030457 1
CD79B 0.0584838877086003 1
CD80 0 1
CD81 0 1
CD82 0 1
CD83 0.022435980603623 1
CD84 0.123675013379608 1
CD86 0.0102868912278426 1
CD8A 0.0588686527951217 1
CD8B 0 1
CD9 0.0581181784272068 1
CD93 0.0370148878545596 1
CD96 0.0694685457582589 1
CD97 0 1
CD99 0.0128322602617538 1
CD99L2 0 1
CDA 0.0100703848461751 1
CDADC1 0.147092570668656 1
CDAN1 0 1
CDC123 0.0566699372374759 1
CDC14A 0.0747465983360633 1
CDC14B 0.0199052075055546 1
CDC16 0.0402434277744441 1
CDC20 0.0879255120740825 1
CDC20B 0.0052926485136472 1
CDC23 0.0188899790791586 1
CDC25A 0.0387951865847132 1
CDC25B 0.109779277014645 1
CDC25C 0.0465221128428018 1
CDC26 0 1
CDC27 0.0857795040625355 1
CDC34 0.0558375634517767 1
CDC37 0.112160847212987 1
CDC37L1 0.116351908013169 1
CDC40 0.0834652373461345 1
CDC42 0 1
CDC42BPA 0.0367209419243932 1
CDC42BPB 0.358245487423169 1
CDC42BPG 0.0264968943092068 1
CDC42EP1 0.0466186081964289 1
CDC42EP2 0.0195058464831903 1
CDC42EP3 0.0107681516679911 1
CDC42EP4 0.01667666758567 1
CDC42EP5 0 1
CDC42SE1 0 1
CDC42SE2 0 1
CDC45 0.13620886784191 1
CDC5L 0.105578080147905 1
CDC6 0.00833833379283502 1
CDC7 0.0917407275263132 1
CDC73 0.637888616791813 0.974358974358974
CDCA2 0.048033197645189 1
CDCA3 0.0588832487309645 1
CDCA4 0.0188899790791586 1
CDCA5 0 1
CDCA7 0.0554382024294124 1
CDCA7L 0.101176189163328 1
CDCA8 0.0558375634517767 1
CDCP1 0.00873769481519924 1
CDCP2 0.0213534486952855 1
CDH1 1.43116678289356 0
CDH10 0.652478065551971 0.913513513513514
CDH11 0.0385786802030457 1
CDH12 0.090042328213944 1
CDH13 0.0187071244384619 1
CDH15 0.0119179870582702 1
CDH16 0.0329539741489758 1
CDH17 0.00304568527918782 1
CDH18 0.107166604498792 1
CDH19 0.1019895071439 1
CDH2 0.0538744100809264 1
CDH20 0.184910640437229 1
CDH22 0.0375634517766497 1
CDH23 0 1
CDH24 0.0800874945265241 1
CDH26 0.0488655714308882 1
CDH3 0.0187744279204035 1
CDH4 0.0564870825967792 1
CDH5 0.00913705583756345 1
CDH6 0.171857413924523 1
CDH7 0.0672978057443117 1
CDH8 0.305352654027667 1
CDH9 0.0483652551856116 1
CDHR1 0.0570064546471838 1
CDHR2 0.0121827411167513 1
CDHR3 0.00732310536643908 1
CDHR4 0.0903553299492386 1
CDHR5 0 1
CDIPT 0 1
CDK1 0.11714941372991 1
CDK10 0.0583683365498451 1
CDK11A 0.0100030813642335 1
CDK11B 0.142348486077099 1
CDK12 0.224124243849435 1
CDK13 0.127721331149349 1
CDK14 0.0847306238951687 1
CDK15 0.036851089018991 1
CDK16 0 1
CDK17 0.0971489271987155 1
CDK18 0.050761421319797 1
CDK19 0.368638604628532 1
CDK2 0.0286429023207538 1
CDK20 0.0536915554402297 1
CDK2AP1 0.0294416243654822 1
CDK2AP2 0.0567449441300013 1
CDK3 0.0060094711405913 1
CDK4 0.029042263343118 1
CDK5 0.169979403512755 1
CDK5R1 0 1
CDK5R2 0 1
CDK5RAP1 0.0520941113507728 1
CDK5RAP2 0.012798608520783 1
CDK5RAP3 0.00714025072574237 1
CDK6 0.0564534308558084 1
CDK7 0.0828830216830736 1
CDK8 0.0461945151716647 1
CDK9 0 1
CDKAL1 0.0709167869479898 1
CDKL1 0.0193566435834644 1
CDKL2 0.0386123319440165 1
CDKL3 0.226496894309207 1
CDKL4 0.0568572517474579 1
CDKL5 0 1
CDKN1A 0.017258883248731 1
CDKN1B 0.0242162793337766 1
CDKN1C 0 1
CDKN2A 0 1
CDKN2AIP 0.0572858046415076 1
CDKN2AIPNL 0 1
CDKN2B 0 1
CDKN2C 0 1
CDKN2D 0 1
CDKN3 0.0588832487309645 1
CDNF 0 1
CDO1 0.0564534308558084 1
CDON 0.00569200953601142 1
CDPF1 0.00101522842639594 1
CDR1 0 1
CDR2 0.0482833557678274 1
CDR2L 0 1
CDRT1 0 1
CDRT15 0.00184760221209517 1
CDRT15L2 0 1
CDRT4 0.00873769481519924 1
CDS1 0.0741789786088451 1
CDS2 0.104736786623636 1
CDSN 0 1
CDT1 0.00101522842639594 1
CDV3 0.0203045685279188 1
CDX1 0 1
CDX2 0.0077224663888033 1
CDX4 0.000615867404031722 1
CDY1 0 1
CDY1B 0 1
CDY2A 0.100507614213198 1
CDY2B 0 1
CDYL 0.153717909213279 1
CDYL2 0.0858950552212906 1
CEACAM1 0.00101522842639594 1
CEACAM16 0.038414881367477 1
CEACAM18 0 1
CEACAM19 0.0184906180567944 1
CEACAM20 0.00304568527918782 1
CEACAM21 0.00782342161171566 1
CEACAM3 0 1
CEACAM4 0.0126157538800863 1
CEACAM5 0 1
CEACAM6 0 1
CEACAM7 0 1
CEACAM8 0.00304568527918782 1
CEBPA 0 1
CEBPB 0 1
CEBPD 0 1
CEBPE 0.0259965780639302 1
CEBPG 0 1
CEBPZ 0.00695739608504565 1
CECR1 0.0050761421319797 1
CECR2 0.0958981365855241 1
CECR5 0.0261648367687842 1
CECR6 0 1
CEL 0.0167776228085824 1
CELA1 0 1
CELA2A 0.0247838990609948 1
CELA2B 0.00246346961612689 1
CELA3A 0 1
CELA3B 0.00898785293783753 1
CELF1 0.121230599568609 1
CELF2 0.305185206208138 1
CELF3 0.0406091370558376 1
CELF4 0.038395825562349 1
CELF5 0.0419418270868134 1
CELF6 0.0203045685279188 1
CELSR1 0 1
CELSR2 0.118334117189147 1
